track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,abcdefu,86,168601,TRUE,0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932,4,alternative
7ICg4DOGa1ibgvX5vt8ukD,No/Más,Consume / Deny / Repent,Ciego,12,99166,FALSE,0.246,0.985,9,-3.361,1,0.227,4.99E-06,0.479,0.316,0.219,150.492,4,grindcore
2OALaHcDdKkjYEpAr0Qzab,Avicii;Rita Ora,AVĪCI (01),Lonely Together (feat. Rita Ora),57,181812,FALSE,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12E-05,0.0683,0.272,102.977,4,edm
1r9XJGPLAs8P1jLpjYWwKa,Roni Size;DJ Suv,"Retrospect, Vol. 4 (Compiled by Bryan Gee)",Soul Power,20,350510,FALSE,0.727,0.968,2,-3.995,1,0.244,0.00514,0.41,0.8,0.711,169.806,4,breakbeat
00b0xXXPbLvZkMa7JcJ2RT,Buren Van De Brandweer,Weekend Weg,Weekend Weg,28,162206,FALSE,0.778,0.911,11,-4.209,1,0.128,0.00173,1.92E-06,0.0767,0.883,145.017,4,hardstyle
3ZCDz9QVHABW1N39XfgJBf,Chris Tomlin,Holy Roar,Praise Is The Highway,39,296466,FALSE,0.374,0.716,11,-6.065,1,0.0404,0.0179,0,0.0877,0.152,155.954,4,world-music
5I9wre7izglAuWMmTOgU1L,Bobby Timmons,This Here Is Bobby Timmons,Moanin',30,301740,FALSE,0.546,0.429,0,-13.616,0,0.0306,0.973,0.885,0.128,0.622,106.285,3,piano
1mWdyqs6Zvg8b1lKjDc8yB,Chris Tomlin,The Ultimate Playlist,Good Good Father,66,293398,FALSE,0.429,0.587,9,-4.588,1,0.0275,0.315,0,0.108,0.164,145.003,3,alt-rock
4pFWKeA177hhSyRvmWkDNL,Ömür Göksel,Bak Bir Varmış Bir Yokmuş,Seni Tanır Gibiyim,38,165626,FALSE,0.591,0.574,6,-6.643,1,0.0623,0.718,0.000744,0.196,0.759,123.828,4,turkish
1MTQHCpraD4S8g5PAFKzoj,Limp Bizkit,Results May Vary,Behind Blue Eyes,74,269973,FALSE,0.595,0.489,7,-6.66,1,0.0271,0.497,0,0.119,0.0902,120.315,4,metal
6MT5BRtVm18LrgqSrLnJuG,Gunna,"#Multiverse, If the Multiverse Is Real",Banking on Me,0,200000,TRUE,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68E-05,0.0953,0.46,135.143,4,hip-hop
71Ae6jdBHkLtAWdQ0u3bZX,Ratos De Porão,Necropolítica,Aglomeração,34,149214,TRUE,0.37,0.959,6,-5.973,0,0.121,7.53E-06,0.0274,0.294,0.542,118.7,4,hardcore
0onLNYV4aYuSQb8wPxR0O0,Tritonal;Marlhy,Back To My Love,Back To My Love,46,401951,FALSE,0.61,0.924,10,-6.062,0,0.0614,0.00208,0.517,0.241,0.0802,123.032,4,dub
3r1qbcSi0H6ld6OP8gwwPy,In Flames,Sounds from the Heart of Gothenburg (Live),When the World Explodes - Live,24,295824,TRUE,0.352,0.975,1,-4.067,1,0.165,0.000458,0.0293,0.992,0.076,134.966,4,death-metal
42lrNigOec2O6S5enOL4qa,Dan Gibson's Solitudes,Illumination: Peaceful Gregorian Chants,Kyrie Eleison,45,391333,FALSE,0.214,0.162,3,-22.062,0,0.0384,0.918,0.298,0.112,0.0386,91.37,4,new-age
5Zyv0v4rPcrXjkaeImuodv,Jimi Hendrix,Axis: Bold As Love,One Rainy Wish,56,221826,FALSE,0.316,0.756,8,-6.315,1,0.1,0.294,0.429,0.351,0.332,165.963,4,psych-rock
0jpH3aJTsu8PNTHO5TzWPv,KALEO,La Fine dell'Estate,Way Down We Go,0,213706,FALSE,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alternative
6suU440DRXoxpLNKWf46XJ,Realidade Cruel,Dos Barracos de Maderite aos Palácios de Platina,O Resgate,48,415660,FALSE,0.553,0.732,7,-5.206,0,0.262,0.622,0,0.163,0.436,152.59,4,r-n-b
1OIyNXo5f9lYHrJ6WchS3g,The Head And The Heart,Here to Forever - All New Indie,Virginia (Wind in the Night),0,205293,FALSE,0.265,0.79,7,-3.702,1,0.0366,0.00699,0,0.0523,0.248,136.075,4,indie-pop
17NwC62mj1Hx35F1xjxxuA,Murica;BEATDOMK;Jean Tassy,Fome,Liberdade Perpétua,44,179435,TRUE,0.663,0.434,0,-8.658,0,0.358,0.787,0,0.136,0.312,90.648,3,brazil
2LC523tbEPFpc1pnikbt5b,Aqualung,Still Life,Brighter Than Sunshine,53,242439,FALSE,0.418,0.489,6,-8.373,0,0.0323,0.287,0.0288,0.42,0.398,72.891,4,acoustic
6ITdND5IQ7lHzjkyJZSt53,Masaharu Fukuyama,虹/ひまわり/それがすべてさ,それがすべてさ,34,330720,FALSE,0.527,0.89,7,-5.651,1,0.0665,0.00433,0,0.118,0.425,102.644,4,acoustic
5imMVggvBrWxJ4hnLexkhd,Gualberto Castro,20 Grandes Exitos,Qué Mal Amada Estás,30,212106,FALSE,0.36,0.494,8,-11.173,1,0.0463,0.669,0,0.179,0.516,168.455,4,rock-n-roll
5rP8oXjXh3vzWhvdjae9Vn,Killer Be Killed,Reluctant Hero,Comfort from Nothing,25,258058,FALSE,0.38,0.978,7,-4.493,1,0.142,2.64E-05,0.0111,0.178,0.339,160.326,4,groove
3R4dLqcCCeOqNnBuT8mJkj,Roffe Ruff,Barrabas,Jag är din,26,179920,FALSE,0.592,0.569,10,-7.181,0,0.0812,0.601,0.000243,0.137,0.683,178.938,4,goth
7xLfz26gfcOPIe93h6Lxa6,Nikhil Swaroop,Nayab,Nayab,32,253344,FALSE,0.601,0.128,8,-14.431,1,0.0429,0.902,0.000129,0.099,0.388,142.761,3,singer-songwriter
6mhMFztI38c0CZr8CEnPrD,SadBoyProlific;Aiko;Teqkoi,Natsukashii,Walk Away,68,120189,TRUE,0.641,0.373,1,-14.13,1,0.44,0.761,0,0.0993,0.282,100.268,4,sad
2agBDIr9MYDUducQPC1sFU,Yiruma,Yiruma 2nd Album 'First Love' (The Original & the Very First Recording),River Flows In You,71,188786,FALSE,0.315,0.22,9,-21.343,1,0.0514,0.987,0.943,0.0802,0.116,145.195,4,classical
2uvhnyOva91fFtQD4oXmhs,Yusei,Homesick for a Place That Doesn't Exist and Never Will,Hopeless Romantic,54,256127,FALSE,0.696,0.476,5,-8.244,1,0.12,0.859,0.813,0.323,0.424,170.062,4,sad
3kWwbDlhgCoYdGYnsE7uCj,Wolfgang Amadeus Mozart;Stuttgarter Kammerorchester;Karl Münchinger,Mozart - All Day Classics,"Les petits riens, K. App. 10 (Ballet): Adagio",8,80840,FALSE,0.177,0.0626,2,-21.204,1,0.0387,0.978,0.00354,0.388,0.229,75.261,4,classical
0LQFeIjMYHGAKR7FC4vqoo,Sandy;Agnes Nunes,"Nós, VOZ, Eles 2",De Cada Vez,45,215736,FALSE,0.548,0.323,11,-9.942,1,0.0256,0.721,0,0.0841,0.382,94.834,4,mpb
3fdyHcPGa639HJixHM699h,The Party Cats,Kids Dance Party,I Like To Move It From Madagascar,37,243960,FALSE,0.817,0.864,0,-7.896,1,0.0295,2.36E-05,0.49,0.284,0.826,129.987,4,kids
1cYoCL141PXTgfMAjZhreI,Nina Simone,Desayuno en calma,Ain't No Use,0,180933,FALSE,0.523,0.319,2,-11.024,1,0.0388,0.839,1.75E-05,0.118,0.398,75.458,4,soul
77Sbw4UK1eQvkzDWoge03I,Mungo's Hi Fi;Soom T,Serious Time,Thinking of an Island,26,237800,FALSE,0.766,0.58,5,-9.251,0,0.259,0.0179,6.76E-05,0.0655,0.64,180.035,5,dub
2dOWkdPfiT9SU2Wm734Rh6,Arijit Singh,Love Dose Arijit Singh,"Kabhi Jo Baadal Barse (From ""Jackpot)",64,254300,FALSE,0.451,0.449,0,-6.702,0,0.0293,0.261,0,0.143,0.217,149.768,4,pop-film
6EvDZVXWWz7qWEF5ZzxRuZ,Alter Bridge,The Last Hero,My Champion,41,280746,FALSE,0.505,0.947,6,-5.533,1,0.0546,1.06E-05,3.27E-06,0.374,0.551,115.993,4,grunge
6JAmWTVfU9uwJDcXi7SERD,Smerz,Believer,Versace Strings,22,123730,FALSE,0.333,0.0873,6,-23.85,0,0.0368,0.979,0.797,0.292,0.192,83.279,3,club
1hoQxGi3ujVYUzQDhXfvkN,FLOW,FLOW THE BEST 〜Single Collection〜,Re:member,55,199560,FALSE,0.404,0.901,8,-5.991,0,0.0616,0.0035,0,0.0924,0.715,171.948,4,anime
7cwXOAtTS7K9sC6Y3dGpWk,Tim Toupet;Lorenz Büffel,Ballermann Party Hits Megamix 2022.2,Pietro Lombaaadi,0,195885,FALSE,0.704,0.885,8,-3.561,1,0.111,0.018,0,0.357,0.735,140.049,4,disco
29UDfVhu1Myy5GzRuPNEWH,Andri Hart,Inch Of You,Inch Of You,23,165312,FALSE,0.576,0.0313,2,-17.935,0,0.127,0.935,0.63,0.111,0.0391,109.827,4,guitar
0UAQ0dfCSar4KxcJxm61pr,Misty In Roots,Roots Controller,How Long Jah,27,284320,FALSE,0.871,0.583,9,-6.748,0,0.0385,0.0242,0.0393,0.172,0.625,131.237,4,dub
6uTCim4OGFZOauCqHWIpu9,Fedde Le Grand;Robert Falcon;Sofia Quinn,Heaven (feat. Sofia Quinn) [Club Mix],Heaven (feat. Sofia Quinn) - Club Mix,68,175773,FALSE,0.703,0.963,11,-6.6,0,0.0515,0.00477,0.0169,0.304,0.0301,125.961,4,house
7BbtvJqWnQRt8gSrWbUVym,Laura Dreyfuss;Ben Platt,Dear Evan Hansen (Original Broadway Cast Recording),Only Us,58,227186,FALSE,0.467,0.346,1,-7.029,1,0.0271,0.707,0,0.102,0.243,69.006,4,show-tunes
1G391cbiT3v3Cywg8T7DM1,Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,79,215906,FALSE,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4,funk
1B7y3fZKpUirwYeevziZGw,Inheres,"Anime Covers, Vol. 1",Fire! (Digimon),35,245579,FALSE,0.481,0.662,7,-8.147,1,0.0437,0.0774,0.00393,0.0888,0.632,84.969,4,anime
7CRq6EqepmU0tCp21MFkeq,James Brown,Christmas Eve At Home,Santa Claus Go Straight To The Ghetto,0,181052,FALSE,0.639,0.61,0,-6.101,1,0.0446,0.481,0,0.203,0.812,139.608,4,soul
0cT1dcqaWVrRFcShwVNXud,División Minúscula;Mariana Priego,Extrañando Casa,Betty Boop,36,229440,FALSE,0.437,0.879,4,-7.183,1,0.0381,0.00136,4.64E-05,0.0743,0.61,123.134,4,punk-rock
6YY4h2BDXaNVQ5qa7rltUY,Wolfgang Amadeus Mozart;Mao Fujita,Mozart: The Complete Piano Sonatas,"Piano Sonata No. 1 in C Major, K. 279: III. Allegro",18,190773,FALSE,0.393,0.23,0,-18.884,1,0.0364,0.992,0.916,0.15,0.733,140.805,4,classical
29engDqjmMr3VLqMm0c0WE,The Velvet Underground;Nico,The Velvet Underground & Nico 45th Anniversary,Venus In Furs,57,312253,FALSE,0.225,0.618,8,-9.922,0,0.0331,0.00137,0.616,0.079,0.567,144.724,4,psych-rock
1itG2L5fjV1Ei958Cd6UjL,Anaal Nathrakh,The Whole of the Law,On Being a Slave,18,339625,FALSE,0.273,0.792,5,-3.315,1,0.0864,1.40E-05,0.885,0.709,0.16,120.035,4,grindcore
3BACKIxZWIdFaNLAklMdh2,Mike Nüchtern;Thekensportlerz,Feieralarm,Feieralarm,31,138245,FALSE,0.561,0.834,7,-4.768,1,0.038,0.0234,0,0.249,0.292,142.036,4,party
6NDt5z8GKIHub37hBQ4x18,Bob Moses,Days Gone By,Tearing Me Up,57,470093,FALSE,0.705,0.403,0,-9.7,1,0.0438,0.172,0.00201,0.615,0.155,114.992,4,electronic
37EQsOkuUxhqV1yJcPC1TY,Camylio,i tried,i tried,66,160790,FALSE,0.567,0.468,7,-9.63,0,0.107,0.721,7.05E-06,0.13,0.238,139.922,4,singer-songwriter
4ZbIwC19U5soz0akMfbUqD,Rob Zombie,Rock & Halloween,Living Dead Girl,2,201400,FALSE,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,4,metal
3D3B4x1xSCyZkFwxuTvCSr,Tube & Berger;Alegant,"Disco Disko, Vol. 2",Come Closer Girl - Retrolove Edit,0,178264,FALSE,0.626,0.809,8,-6.709,0,0.0364,0.00187,0.153,0.429,0.383,123.983,4,electronic
6VyUWfImAgTrYAnYWonuhM,Roderick Porter;Ivri,Ghost (feat. Ivri),Ghost (feat. Ivri),58,166624,TRUE,0.673,0.376,11,-14.029,1,0.0407,0.688,0.548,0.45,0.336,118.033,4,emo
4LMy83fQaIrhnpu35QHIYp,Vitinho Imperador,Na Pegada do Imperador,Dona da Minha Mente,43,150370,FALSE,0.784,0.919,5,-5.147,1,0.057,0.124,2.29E-05,0.0755,0.947,162.072,4,forro
0DN6SZlDgqlsIHMbXaxOxN,Emile Pandolfi,Days Of Wine And Roses,The Way We Were,21,282160,FALSE,0.33,0.232,1,-14.112,1,0.0348,0.985,0.939,0.0902,0.0714,65.041,3,new-age
48p14fycNa8oD1CzgofALf,Left/Right;Jacq,Bad,Bad,10,328730,FALSE,0.7,0.763,6,-7.866,0,0.059,0.00377,0.147,0.0697,0.333,130.006,4,breakbeat
2egLcqqD1fz44PKq28fsKQ,Dybbukk,I'm Only a Fool for You,I'm Only a Fool for You,70,61175,TRUE,0.632,0.322,8,-7.652,1,0.0465,0.0307,0.535,0.44,0.367,70.917,4,sad
7HttMaN4xcGBLhFRHb0DVS,Capital Inicial,Eu Nunca Disse Adeus,Eu Nunca Disse Adeus,46,208786,FALSE,0.299,0.686,7,-7.058,1,0.0417,0.0132,0,0.354,0.366,145.971,3,r-n-b
2lxBZVbkiCXC1soks2RXwV,Ben Rector,Magic,Love Like This,61,214240,FALSE,0.637,0.14,2,-11.472,1,0.0407,0.903,0,0.107,0.392,139.78,4,acoustic
6o8TVsJ32zgciInnkbWPvk,Hanumankind,Skyline,Skyline,32,266486,TRUE,0.855,0.554,0,-11.658,0,0.0876,0.313,8.16E-05,0.102,0.381,111.005,4,malay
6sYU0eGQKhWUq5acEHiOyW,Adolphe Adam;Rolando Villazón;Xavier De Maistre,Weihnachten Klassik 2022,O Holy Night,0,210401,FALSE,0.322,0.157,2,-15.679,1,0.0351,0.944,0.031,0.103,0.113,107.014,3,opera
582QmuQapDg7uo1jcAKsgN,Megadeth,Release Your ANGER,Holy Wars...The Punishment Due - Remastered,0,392600,FALSE,0.327,0.985,11,-3.941,1,0.151,0.00177,0.108,0.351,0.218,125.232,4,metal
7koBwNqGeWdyEA7KvtpQVL,Grupo Sensação,Mais uma Paixão,Oya,47,257279,FALSE,0.551,0.587,0,-11.636,1,0.0563,0.321,0,0.299,0.875,88.047,4,samba
6Z8oU8xMOie24Cflh2Sw6p,Yuvan Shankar Raja;Hariharan,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),Venmegam,66,274853,FALSE,0.803,0.426,3,-11.54,1,0.0742,0.418,2.23E-05,0.11,0.556,114.945,4,pop
2xlZOAKTWVEAhZTrubJVmT,Henry Jackman,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),Lemurian Star,40,186266,FALSE,0.397,0.432,0,-20.755,0,0.0562,0.172,0.778,0.145,0.0378,136.267,5,british
05Ke9LELmOiA5i3L0ybFUy,Morgan Page;VIVID,Fade Away,Fade Away,66,150250,FALSE,0.694,0.703,7,-4.327,1,0.0593,0.0319,0,0.119,0.172,123.034,4,progressive-house
5zLtABAGH8rxBXOyEgqCgl,Royal Blood,Timeless Rock Hits,Figure It Out,0,184053,FALSE,0.657,0.817,0,-4.415,1,0.0554,0.262,0.00679,0.248,0.651,107.992,4,garage
6vaNJjyWP2sEPebcTpVsqL,Los Freddy's,20 Éxitos Populares,Que Se Te Ofrece,30,202106,FALSE,0.857,0.369,8,-12.067,0,0.109,0.618,1.45E-06,0.106,0.615,99.494,4,rock-n-roll
0eTQYv3sPn3uOlRCxhfNb9,Manes,Be All End All,Ars Moriendi - The Lower Crown,17,222000,FALSE,0.551,0.574,11,-9.539,0,0.0334,0.000697,0.399,0.0994,0.0719,120.081,4,black-metal
1kIFa3geFcIPOfmzlbBt2z,Jorge Muñiz;Margarita la diosa de la cumbia,Azulejos 2,Madrigal,37,262240,FALSE,0.678,0.391,2,-9.638,1,0.031,0.826,1.92E-05,0.639,0.409,112.042,4,rock-n-roll
6ap82DD5UEs3e63CqGiioP,Bonfire,You Make Me Feel - The Ballads,You Make Me Feel,52,284440,FALSE,0.461,0.52,6,-7.049,0,0.0325,0.00321,0.0183,0.134,0.256,124.937,4,hard-rock
3dtVijGXNMyi6Vhgsdj3hg,Dvice;El Sica,Patenta,Patenta,45,219022,TRUE,0.478,0.652,11,-4.329,1,0.372,0.00202,0,0.366,0.128,88.447,3,reggaeton
6lOBh4w4YnTVnAwmzhoysR,Ekin Cheng,金碟鐵盒珍藏系列 - 鄭伊健,甘心替代你,20,207293,FALSE,0.434,0.446,0,-6.635,1,0.0251,0.705,0,0.203,0.278,74.036,4,cantopop
57sa60SXzxzxcSZogh0j60,Nightmares On Wax,Mind Elevation,70s 80s,48,332853,FALSE,0.764,0.521,7,-11.174,1,0.0937,0.00232,0.000411,0.0751,0.512,174.009,4,trip-hop
2mBTuHj5xrXHF3BeXD9ebN,Daddy Yankee,Queda poco para la PAES 2.0,Sígueme Y Te Sigo,0,209786,FALSE,0.736,0.878,1,-3.604,0,0.0428,0.0682,6.40E-05,0.756,0.662,100.024,4,reggaeton
4kNujQGCx2ytNLfYIEIcYP,BABYMETAL,METAL GALAXY,Kagerou,44,210679,FALSE,0.425,0.941,8,-2.326,1,0.077,3.10E-05,0.0168,0.409,0.282,97.498,4,j-idol
4DmD47YgOMFzBZnehrmWj7,Jack Harlow;Drake,Midnight Music,Churchill Downs,0,309327,TRUE,0.71,0.522,11,-9.102,1,0.36,0.615,0,0.11,0.37,96.448,4,k-pop
17fzU7mIuNfCNUGudh36m5,Cuco Sánchez,Serie De Coleccion 15 Autenticos,Te Amaré Vida Mía,26,174133,FALSE,0.478,0.22,0,-17.233,1,0.0347,0.806,0,0.199,0.424,85.696,4,guitar
2GJ1xx5ZoeIJYbQKLSpoZ3,Skillet,Victorious,Finish Line,64,206060,FALSE,0.53,0.803,5,-5.031,0,0.0386,0.0545,0,0.316,0.565,80.992,4,alternative
6BcKHm3M9k108jKf2C8h1l,Cole Swindell;Lainey Wilson,Easy Country,Never Say Never,0,177173,FALSE,0.469,0.931,0,-4.187,0,0.0563,0.00752,0,0.111,0.49,140.059,4,country
6HuZyRmNgLkVALF4LS99TB,Plastilina Mosh,Juan Manuel,Human Disco Ball,28,214266,FALSE,0.806,0.99,11,-7.994,0,0.0455,0.000385,0.509,0.0305,0.921,125.026,4,afrobeat
6l0Ky2PycJV1Bz88kFeVGL,Hailee Steinfeld;BloodPop®,Fifty Shades Freed (Original Motion Picture Soundtrack),Capital Letters,70,219373,FALSE,0.661,0.814,0,-5.529,1,0.0759,0.0337,8.27E-06,0.0518,0.459,99.963,4,dance
5rbGnNysQbvPegFcEoboQ8,Yuvan Shankar Raja;Silambarasan TR;Suchitra,Manmadhan,En Aasai Mythiliye,55,261588,FALSE,0.552,0.844,1,-9.007,1,0.13,0.244,0.000438,0.0813,0.822,79.493,4,k-pop
79epfZIYa5L042L7XoQeu7,Allison,120 Km/Hr.,120 Km/hr,39,222026,FALSE,0.502,0.961,1,-2.169,1,0.0656,0.00631,0,0.208,0.457,100.99,4,punk-rock
56FNy1crkdeoOhhxH3yWJk,Direct Hit!,Crown of Nothing,Welcome to Heaven,25,248044,FALSE,0.352,0.859,1,-6.187,1,0.042,0.00143,0.0985,0.0735,0.358,169.833,3,power-pop
0wNf3Yk11625KJ6mDkEjzu,Taba Chake,Bombay Dreams,Aao Chalein,53,185305,FALSE,0.705,0.637,10,-7.367,1,0.084,0.126,0.0308,0.233,0.819,127.656,4,indian
5so3Q5ihUoWp79tmIm8z7l,The Servant,Collection,Orchestra,47,212226,FALSE,0.519,0.834,9,-5.369,0,0.0339,0.00965,0,0.162,0.465,77.028,4,alt-rock
7juldJ3Bp7nwj4G8mCEM1R,Marcin Siegienczuk,Top Hits Disco Polo Vol6,Martini z Lodem,29,205984,FALSE,0.727,0.816,5,-6.912,0,0.0369,0.000577,0.00207,0.309,0.883,126.969,4,disco
0nIqLUPm3eSq1mlvOcvC2Q,Candlebox,The Candlebox Collection,Change,24,384320,FALSE,0.638,0.66,7,-6.793,1,0.0286,0.00684,0,0.197,0.398,93.042,4,grunge
3TJZfAL0EU2Wk4BkmVyUnX,El Rego,El Rego,Djobime,15,155786,FALSE,0.532,0.56,1,-8.493,0,0.177,0.0098,0.02,0.101,0.827,142.651,4,afrobeat
1OYUg5Iiig54l0xcSIP9E6,Surf Curse,Magic Hour,Unwell,45,372466,FALSE,0.595,0.656,2,-5.972,1,0.0265,0.00239,0.0697,0.129,0.5,120.002,4,punk
5LyRtsQLhcXmy50VXhQXXS,Megadeth,Rust In Peace (Expanded Edition),Holy Wars...The Punishment Due - Remastered,69,392600,FALSE,0.325,0.985,11,-3.941,1,0.151,0.00177,0.107,0.351,0.221,125.307,4,hard-rock
0BTszzu4PNTJwMtxR4IqKL,João Donato,Ritmo Brasilero,Amazonas,31,132533,FALSE,0.77,0.436,8,-11.751,1,0.0627,0.724,0.865,0.0996,0.619,83.034,4,piano
7vI203OsjvK2FFsfDtBYOd,The Beach Boys,Weihnachtslieder 2022,Little Saint Nick - 1991 Remix,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
2HbKANdA9MQE4o3FP0H7JG,Jefte Santos,Ele Continua Sendo Deus,Coração Leal,25,189861,FALSE,0.567,0.569,2,-7.02,1,0.0359,0.164,0,0.289,0.326,144.841,3,groove
0ygOBx60exSPPvnI4sS28r,Aquilo,Silhouettes,Silhouette,62,230416,FALSE,0.234,0.414,1,-8.371,1,0.0476,0.702,0,0.0391,0.144,78.216,3,folk
2anpZSamsEnNY7v1ScOkhJ,Samuca e a Selva,Madurar,Detergente,36,327836,FALSE,0.721,0.741,0,-6.597,1,0.0354,0.441,0.00849,0.0775,0.977,131.001,4,afrobeat
2NMdjMrdycTgwwOV1HSg6y,GG Magree,Already Dead,Already Dead,45,139925,TRUE,0.444,0.852,5,-3.972,1,0.0515,0.0404,0,0.173,0.549,162.842,4,dubstep
0OMvPuFZbl94WC3YUrj3ME,Erika Jonsson,Sången om värmland,Sången om värmland,40,211322,FALSE,0.646,0.866,9,-2.756,1,0.044,0.125,0,0.116,0.542,119.971,4,swedish
0tgHIZlb1corln6Mbe7zFg,Tanay Mimani,Chai Ki Katori,Chai Ki Katori,33,244247,TRUE,0.792,0.329,1,-11.15,1,0.0595,0.269,0,0.101,0.461,112.869,4,singer-songwriter
6KYSdsBXxbURZfIht3mES7,sammy rash,high school,high school,54,145635,FALSE,0.779,0.392,10,-10.749,1,0.0955,0.479,0,0.0988,0.884,150.036,4,sad
0bgP0aKOxvdFxB2EfDrulY,Hozier,"Wasteland, Baby!",Sunlight,55,257346,FALSE,0.464,0.559,7,-4.209,0,0.0287,0.368,0.000176,0.106,0.368,115.349,4,singer-songwriter
0q6LuUqGLUiCPP1cbdwFs3,Gorillaz,Plastic Beach,On Melancholy Hill,78,233866,FALSE,0.689,0.739,2,-5.81,1,0.026,1.51E-05,0.509,0.064,0.578,120.423,4,alternative
3oM90C4SZLYzVZJEZD5EQk,Pritam;Arijit Singh,Chhichhore,Khairiyat (Bonus Track),56,270706,FALSE,0.605,0.655,0,-5.625,0,0.0364,0.484,1.13E-06,0.152,0.597,124.974,4,indian
59eluCMn0XbOWqeWQ91FTM,Aimyon,青春のエキサイトメント,君はロックを聴かない,64,246306,FALSE,0.524,0.687,7,-4.039,1,0.0267,0.00135,0,0.169,0.619,99.919,4,acoustic
7IUzlg0H39s2WMWPNNAgqe,Marcos Antônio,Toma os Pedaços,Quase Morri,41,223791,FALSE,0.732,0.442,4,-12.217,1,0.03,0.278,0,0.364,0.393,105.895,4,gospel
2Cn42wAQwgQ5qv61UUdKdR,Scorz;Diana Leah,Come To Life,Come To Life,55,183876,FALSE,0.744,0.85,0,-6.633,1,0.0401,0.00569,0.111,0.098,0.211,123.992,4,trance
5HulbzXvGgL8vSWYD6LGA6,Leoni,Leoni - Ao Vivo,Como Eu Quero - Ao Vivo,39,250440,FALSE,0.416,0.421,0,-8.574,1,0.0391,0.876,0,0.959,0.488,120.918,4,mpb
006tmNZLXEXPqdb23wwSN1,İlhan İrem,Bezginin Gizli Mektupları,Yemyeşil Bir Deniz,44,358173,FALSE,0.486,0.568,9,-9.199,0,0.0417,0.652,0,0.834,0.65,127.184,4,j-pop
1fnULsZuORnAgCFFbM8nTZ,Shinedown,Threat to Survival,State of My Head,64,205653,FALSE,0.486,0.94,7,-4.237,0,0.0605,0.00919,0,0.0777,0.42,79.727,4,grunge
5ehoXwpw70o6WEEufJm1q7,Zaini,wherever you would call me,wherever you would call me,61,213818,FALSE,0.661,0.396,7,-13.093,0,0.0466,0.457,0.258,0.919,0.0352,109.989,4,sad
2j0kwMxTbg7Z7JwobI4reB,Alireza Mashayekhi,Happy Electronic Sounds,"Iranian Aesthetics, Op. 77",0,546272,FALSE,0.183,0.197,9,-12.342,1,0.0945,0.589,0.815,0.2,0.0594,98.295,3,iranian
7L5gqfo7knuspkgRvToaEs,Padre Zeca,Dez E Deus,Porque Ele Vive,47,156316,FALSE,0.471,0.684,7,-9.152,1,0.0389,0.266,0,0.357,0.816,133.821,4,brazil
75XFlO98uPiuuV3GLld4x5,TeeJay Arunachalam,Kuru Kure,Kuru Kure,43,229565,FALSE,0.667,0.609,0,-7.312,0,0.0355,0.111,0,0.131,0.467,92.018,4,indie-pop
1v0dx7eDwANUppPBLweInQ,Topic;Robin Schulz;Nico Santos;Paul van Dyk,Night Drive Autumn/Winter 2022/23,In Your Arms (For An Angel),0,150476,FALSE,0.694,0.828,11,-4.653,0,0.0336,0.0399,0,0.0796,0.407,126.002,4,edm
0V84vkcmkVKjh99UKrEc2M,Gelena Velikanova,Zimnie pesni,Pervyy sneg,0,225041,FALSE,0.461,0.168,0,-12.101,1,0.038,0.986,0.000372,0.112,0.311,129.003,4,romance
4bpyaPa1xruVgE2GtsYbIW,Ashley Kutcher,One Eighty,Love You From a Distance,70,204000,FALSE,0.333,0.538,4,-8.653,1,0.0325,0.557,0,0.0977,0.63,149.377,4,singer-songwriter
68rtpMtVCxLurhiF2yfZuJ,Anton Ishutin,Vocal Deep House Hits,Into The Night,0,335598,FALSE,0.752,0.634,10,-7.135,0,0.0644,0.000166,0.117,0.227,0.718,118.031,4,groove
2udt4wACN5ooY9ugyH5leQ,Sub Zero Project,HALO,HALO,51,188991,FALSE,0.496,0.753,8,-6.253,0,0.0663,0.00158,0.00327,0.407,0.141,150.351,4,hardstyle
1XmoGNf6OVs6N251UejkbN,Zaeden;Hanita Bhambri,KTMBK,KTMBK,50,154434,FALSE,0.898,0.435,6,-8.834,1,0.0489,0.555,0,0.139,0.836,115.034,4,indian
0eFRusokOSibQkJS6hE9pl,Groove Armada,Lovebox,Hands of Time,55,262266,FALSE,0.752,0.466,10,-7.818,1,0.0328,0.45,0.725,0.105,0.399,91.193,4,trip-hop
